product_id,product_name,category,returns_percent,risk_level,news_summary,user_id,user_age,user_risk_appetite,investment_goal,age_group
FUND03605,HDFC Tax Saver Fund,Debt,15.91,Moderate,Markets rally as tech stocks gain momentum,USER0150,29,High,tax saving,26-35
FUND03606,Kotak Balanced Fund,Debt,8.05,High,Investors shift focus to emerging markets,USER1049,42,High,child education,36-45
FUND03607,Axis Balanced Fund,Hybrid,8.1,Low,Index funds outperform actively managed peers,USER1904,50,Moderate,tax saving,46-60
FUND03608,SBI Value Fund,Index,17.41,Low,Strong corporate earnings boost investor sentiment,USER1875,34,Moderate,short-term gain,26-35
FUND03609,Kotak Balanced Fund,Equity,5.25,Low,Economic growth forecasts revised upward,USER0201,28,Low,retirement,26-35
FUND03610,HDFC Tax Saver Fund,Equity,9.92,High,Federal Reserve hints at interest rate cuts,USER1348,53,Low,retirement,46-60
FUND03611,Axis Index Fund,Equity,12.17,Low,Economic growth forecasts revised upward,USER1772,49,High,retirement,46-60
FUND03612,SBI Value Fund,Equity,12.56,Low,Index funds outperform actively managed peers,USER1214,52,Moderate,retirement,46-60
FUND03613,ICICI Growth Fund,Hybrid,11.1,High,High-risk funds show unexpected performance,USER1142,53,Low,short-term gain,46-60
FUND03614,HDFC Index Fund,Balanced,13.98,Moderate,Index funds outperform actively managed peers,USER1923,48,Low,retirement,46-60
FUND03615,ICICI Value Fund,Equity,15.46,Low,High-risk funds show unexpected performance,USER0061,48,Low,child education,46-60
FUND03616,HDFC Tax Saver Fund,Balanced,15.67,High,Oil prices stabilize amid geopolitical tensions,USER1360,42,Moderate,tax saving,36-45
FUND03617,Axis Growth Fund,Equity,7.07,High,Investors shift focus to emerging markets,USER0482,50,High,child education,46-60
FUND03618,Kotak Tax Saver Fund,Debt,10.58,Low,Federal Reserve hints at interest rate cuts,USER1779,59,Low,long-term growth,46-60
FUND03619,Kotak Index Fund,Debt,17.97,High,Strong corporate earnings boost investor sentiment,USER0324,30,High,child education,26-35
FUND03620,SBI Value Fund,Index,16.47,High,Financial sector poised for recovery,USER1768,57,Moderate,short-term gain,46-60
FUND03621,HDFC Value Fund,Hybrid,5.14,Moderate,Financial sector poised for recovery,USER0783,24,High,retirement,18-25
FUND03622,ICICI Growth Fund,Hybrid,13.76,High,Financial sector poised for recovery,USER1053,36,Low,retirement,36-45
FUND03623,Kotak Index Fund,Index,2.11,Moderate,High-risk funds show unexpected performance,USER1011,49,Moderate,short-term gain,46-60
FUND03624,Axis Growth Fund,Debt,12.23,Moderate,Markets rally as tech stocks gain momentum,USER1525,58,Moderate,short-term gain,46-60
FUND03625,Kotak Value Fund,Index,21.49,Moderate,Oil prices stabilize amid geopolitical tensions,USER1757,49,High,child education,46-60
FUND03626,Kotak Tax Saver Fund,Debt,7.26,Moderate,Investors shift focus to emerging markets,USER0880,46,Low,child education,46-60
FUND03627,HDFC Index Fund,Balanced,7.83,Moderate,Markets rally as tech stocks gain momentum,USER0110,57,High,short-term gain,46-60
FUND03628,SBI Tax Saver Fund,Balanced,15.82,Low,Strong corporate earnings boost investor sentiment,USER1896,50,High,retirement,46-60
FUND03629,Axis Balanced Fund,Sectoral,4.29,Low,Oil prices stabilize amid geopolitical tensions,USER0524,24,Moderate,long-term growth,18-25
FUND03630,Axis Balanced Fund,Index,8.84,Moderate,Strong corporate earnings boost investor sentiment,USER1141,40,Moderate,tax saving,36-45
FUND03631,Axis Tax Saver Fund,Equity,14.98,High,High-risk funds show unexpected performance,USER0170,50,Moderate,short-term gain,46-60
FUND03632,SBI Value Fund,Debt,8.83,High,Strong corporate earnings boost investor sentiment,USER0942,55,Moderate,tax saving,46-60
FUND03633,HDFC Growth Fund,Sectoral,10.82,Low,Oil prices stabilize amid geopolitical tensions,USER0210,23,Low,tax saving,18-25
FUND03634,ICICI Index Fund,Sectoral,15.72,Low,Oil prices stabilize amid geopolitical tensions,USER1234,47,High,retirement,46-60
FUND03635,HDFC Balanced Fund,Index,14.11,High,Strong corporate earnings boost investor sentiment,USER0737,52,High,short-term gain,46-60
FUND03636,Axis Tax Saver Fund,Balanced,13.33,High,Strong corporate earnings boost investor sentiment,USER1641,29,High,short-term gain,26-35
FUND03637,ICICI Growth Fund,Index,10.3,Moderate,Investors shift focus to emerging markets,USER0749,29,Moderate,child education,26-35
FUND03638,Axis Value Fund,Balanced,13.85,Moderate,Federal Reserve hints at interest rate cuts,USER1951,47,Low,tax saving,46-60
FUND03639,ICICI Growth Fund,Hybrid,11.38,High,Markets rally as tech stocks gain momentum,USER0901,53,Low,long-term growth,46-60
FUND03640,Kotak Tax Saver Fund,Index,14.29,Low,Economic growth forecasts revised upward,USER0706,24,Moderate,short-term gain,18-25
FUND03641,SBI Balanced Fund,Sectoral,9.52,Moderate,Mutual funds see record inflows this quarter,USER0603,44,High,short-term gain,36-45
FUND03642,Kotak Index Fund,Hybrid,11.09,High,Federal Reserve hints at interest rate cuts,USER0184,28,Moderate,retirement,26-35
FUND03643,ICICI Value Fund,Index,7.05,High,Markets rally as tech stocks gain momentum,USER0872,50,High,tax saving,46-60
FUND03644,Axis Tax Saver Fund,Sectoral,11.82,High,Markets rally as tech stocks gain momentum,USER1926,57,Moderate,short-term gain,46-60
FUND03645,HDFC Growth Fund,Index,7.94,High,Strong corporate earnings boost investor sentiment,USER1245,65,Low,tax saving,
FUND03646,HDFC Index Fund,Debt,6.43,Low,Economic growth forecasts revised upward,USER1983,54,High,short-term gain,46-60
FUND03647,ICICI Tax Saver Fund,Balanced,13.29,Low,Markets rally as tech stocks gain momentum,USER1589,44,High,short-term gain,36-45
FUND03648,ICICI Balanced Fund,Index,13.06,Low,Federal Reserve hints at interest rate cuts,USER0270,60,Moderate,long-term growth,46-60
FUND03649,HDFC Index Fund,Index,15.91,Low,Markets rally as tech stocks gain momentum,USER0229,39,High,long-term growth,36-45
FUND03650,Kotak Index Fund,Debt,9.84,High,Strong corporate earnings boost investor sentiment,USER0167,49,Low,child education,46-60
FUND03651,Kotak Index Fund,Index,14.04,Low,Federal Reserve hints at interest rate cuts,USER1678,52,Low,short-term gain,46-60
FUND03652,SBI Growth Fund,Index,14.75,Moderate,Oil prices stabilize amid geopolitical tensions,USER0535,43,High,short-term gain,36-45
FUND03653,SBI Tax Saver Fund,Hybrid,14.22,High,Federal Reserve hints at interest rate cuts,USER1714,63,Low,long-term growth,
FUND03654,SBI Tax Saver Fund,Balanced,7.87,Low,Oil prices stabilize amid geopolitical tensions,USER1064,25,Moderate,long-term growth,18-25
FUND03655,ICICI Value Fund,Sectoral,12.75,High,Mutual funds see record inflows this quarter,USER0936,35,Low,tax saving,26-35
FUND03656,ICICI Tax Saver Fund,Balanced,13.82,Moderate,Mutual funds see record inflows this quarter,USER0863,49,Moderate,child education,46-60
FUND03657,Kotak Tax Saver Fund,Hybrid,12.04,Moderate,Mutual funds see record inflows this quarter,USER1252,50,High,tax saving,46-60
FUND03658,Axis Balanced Fund,Hybrid,1.57,High,High-risk funds show unexpected performance,USER0771,61,Moderate,tax saving,
FUND03659,ICICI Balanced Fund,Sectoral,12.8,High,Financial sector poised for recovery,USER0789,62,Moderate,retirement,
FUND03660,Axis Growth Fund,Hybrid,23.06,Moderate,Strong corporate earnings boost investor sentiment,USER0701,26,High,long-term growth,26-35
FUND03661,ICICI Balanced Fund,Index,10.2,Low,Investors shift focus to emerging markets,USER0916,65,Moderate,long-term growth,
FUND03662,HDFC Value Fund,Balanced,8.36,Low,Markets rally as tech stocks gain momentum,USER1659,46,High,tax saving,46-60
FUND03663,ICICI Growth Fund,Sectoral,13.87,Moderate,High-risk funds show unexpected performance,USER1701,51,Low,short-term gain,46-60
FUND03664,SBI Growth Fund,Equity,13.56,High,Investors shift focus to emerging markets,USER1359,22,Moderate,short-term gain,18-25
FUND03665,Axis Tax Saver Fund,Debt,17.96,Low,Investors shift focus to emerging markets,USER1857,49,High,long-term growth,46-60
FUND03666,SBI Tax Saver Fund,Debt,5.71,Moderate,Oil prices stabilize amid geopolitical tensions,USER1438,53,Low,retirement,46-60
FUND03667,HDFC Balanced Fund,Hybrid,15.66,Moderate,Financial sector poised for recovery,USER0302,36,High,long-term growth,36-45
FUND03668,Axis Tax Saver Fund,Balanced,14.95,Moderate,Mutual funds see record inflows this quarter,USER0442,24,Low,short-term gain,18-25
FUND03669,SBI Tax Saver Fund,Index,11.29,Moderate,Economic growth forecasts revised upward,USER1412,46,Low,tax saving,46-60
FUND03670,Kotak Tax Saver Fund,Balanced,13.69,High,High-risk funds show unexpected performance,USER0473,46,Low,long-term growth,46-60
FUND03671,ICICI Growth Fund,Sectoral,17.15,Low,Investors shift focus to emerging markets,USER1421,33,Moderate,retirement,26-35
FUND03672,HDFC Balanced Fund,Hybrid,16.36,Low,Federal Reserve hints at interest rate cuts,USER0596,34,Low,tax saving,26-35
FUND03673,SBI Tax Saver Fund,Equity,6.28,Low,High-risk funds show unexpected performance,USER1020,33,High,child education,26-35
FUND03674,Kotak Tax Saver Fund,Balanced,16.1,Moderate,Economic growth forecasts revised upward,USER1040,25,Moderate,child education,18-25
FUND03675,SBI Tax Saver Fund,Sectoral,11.68,High,Federal Reserve hints at interest rate cuts,USER0233,34,Low,retirement,26-35
FUND03676,SBI Tax Saver Fund,Balanced,12.36,Moderate,Index funds outperform actively managed peers,USER0176,65,High,tax saving,
FUND03677,ICICI Balanced Fund,Equity,12.37,Low,Financial sector poised for recovery,USER1531,30,Low,child education,26-35
FUND03678,ICICI Growth Fund,Sectoral,11.25,Low,Index funds outperform actively managed peers,USER1987,50,High,tax saving,46-60
FUND03679,ICICI Balanced Fund,Index,17.96,Low,Financial sector poised for recovery,USER0698,41,High,tax saving,36-45
FUND03680,SBI Growth Fund,Equity,11.58,Low,Index funds outperform actively managed peers,USER1132,39,Low,tax saving,36-45
FUND03681,Kotak Index Fund,Index,6.4,High,High-risk funds show unexpected performance,USER1811,41,Low,long-term growth,36-45
FUND03682,Axis Value Fund,Hybrid,10.03,High,Index funds outperform actively managed peers,USER1168,33,Low,long-term growth,26-35
FUND03683,HDFC Balanced Fund,Sectoral,12.89,Moderate,High-risk funds show unexpected performance,USER1491,57,Low,long-term growth,46-60
FUND03684,Axis Index Fund,Balanced,18.15,Moderate,High-risk funds show unexpected performance,USER1682,26,High,retirement,26-35
FUND03685,SBI Value Fund,Sectoral,15.02,Moderate,Economic growth forecasts revised upward,USER0969,40,Moderate,long-term growth,36-45
FUND03686,Kotak Growth Fund,Sectoral,7.75,Low,High-risk funds show unexpected performance,USER0190,35,Low,child education,26-35
FUND03687,ICICI Value Fund,Balanced,24.43,Low,High-risk funds show unexpected performance,USER0441,22,Low,short-term gain,18-25
FUND03688,Axis Tax Saver Fund,Index,13.32,Moderate,Mutual funds see record inflows this quarter,USER0162,38,Low,child education,36-45
FUND03689,SBI Growth Fund,Sectoral,18.38,Moderate,Federal Reserve hints at interest rate cuts,USER0893,54,Low,short-term gain,46-60
FUND03690,SBI Balanced Fund,Equity,11.24,Moderate,Oil prices stabilize amid geopolitical tensions,USER0249,39,Low,short-term gain,36-45
FUND03691,Axis Value Fund,Balanced,14.67,Moderate,Index funds outperform actively managed peers,USER0239,36,High,short-term gain,36-45
FUND03692,ICICI Tax Saver Fund,Sectoral,16.2,Low,High-risk funds show unexpected performance,USER1739,37,High,retirement,36-45
FUND03693,Axis Value Fund,Debt,18.09,High,High-risk funds show unexpected performance,USER0009,50,Low,long-term growth,46-60
FUND03694,HDFC Balanced Fund,Index,17.29,Moderate,Federal Reserve hints at interest rate cuts,USER0075,53,High,retirement,46-60
FUND03695,Kotak Balanced Fund,Equity,16.36,High,Investors shift focus to emerging markets,USER1943,61,Moderate,short-term gain,
FUND03696,SBI Value Fund,Equity,10.42,Moderate,Oil prices stabilize amid geopolitical tensions,USER0534,57,Moderate,short-term gain,46-60
FUND03697,SBI Tax Saver Fund,Equity,9.14,High,Financial sector poised for recovery,USER0851,35,High,retirement,26-35
FUND03698,SBI Growth Fund,Balanced,13.66,Moderate,Index funds outperform actively managed peers,USER1692,54,High,retirement,46-60
FUND03699,Axis Index Fund,Equity,16.67,High,Federal Reserve hints at interest rate cuts,USER1974,40,High,short-term gain,36-45
FUND03700,SBI Value Fund,Balanced,10.89,Low,Index funds outperform actively managed peers,USER1279,56,Low,child education,46-60
FUND03701,Kotak Growth Fund,Balanced,17.33,Moderate,Financial sector poised for recovery,USER1270,56,Low,short-term gain,46-60
FUND03702,Kotak Index Fund,Index,19.26,Low,Oil prices stabilize amid geopolitical tensions,USER0849,24,High,child education,18-25
FUND03703,Axis Tax Saver Fund,Equity,7.42,Low,Financial sector poised for recovery,USER1084,43,High,short-term gain,36-45
FUND03704,SBI Growth Fund,Sectoral,7.82,High,High-risk funds show unexpected performance,USER0263,29,High,short-term gain,26-35
FUND03705,ICICI Balanced Fund,Debt,11.3,Low,Investors shift focus to emerging markets,USER1199,45,Moderate,long-term growth,36-45
FUND03706,Axis Growth Fund,Equity,13.54,Moderate,Markets rally as tech stocks gain momentum,USER1937,56,Moderate,long-term growth,46-60
FUND03707,HDFC Value Fund,Equity,9.38,High,Strong corporate earnings boost investor sentiment,USER0383,25,High,long-term growth,18-25
FUND03708,SBI Balanced Fund,Balanced,18.76,High,Index funds outperform actively managed peers,USER1473,44,Low,retirement,36-45
FUND03709,HDFC Value Fund,Balanced,14.12,Moderate,High-risk funds show unexpected performance,USER0302,36,High,long-term growth,36-45
FUND03710,ICICI Tax Saver Fund,Balanced,12.2,Moderate,Oil prices stabilize amid geopolitical tensions,USER0827,25,Low,child education,18-25
FUND03711,Kotak Growth Fund,Balanced,4.82,Moderate,Markets rally as tech stocks gain momentum,USER1087,55,High,short-term gain,46-60
FUND03712,Axis Growth Fund,Equity,5.42,Low,Strong corporate earnings boost investor sentiment,USER0594,44,Low,retirement,36-45
FUND03713,Kotak Balanced Fund,Balanced,13.41,Moderate,Mutual funds see record inflows this quarter,USER0046,47,Moderate,short-term gain,46-60
FUND03714,HDFC Balanced Fund,Index,1.34,Low,Federal Reserve hints at interest rate cuts,USER0946,50,Low,child education,46-60
FUND03715,SBI Tax Saver Fund,Debt,17.06,High,Financial sector poised for recovery,USER1477,47,High,child education,46-60
FUND03716,Kotak Index Fund,Debt,11.21,High,Strong corporate earnings boost investor sentiment,USER0067,30,Low,short-term gain,26-35
FUND03717,HDFC Value Fund,Hybrid,28.22,High,Mutual funds see record inflows this quarter,USER0357,63,Moderate,child education,
FUND03718,SBI Growth Fund,Hybrid,23.54,Moderate,Mutual funds see record inflows this quarter,USER0454,55,Low,long-term growth,46-60
FUND03719,Kotak Growth Fund,Sectoral,11.09,Moderate,Index funds outperform actively managed peers,USER1143,63,Moderate,child education,
FUND03720,HDFC Growth Fund,Equity,11.47,Low,Economic growth forecasts revised upward,USER1358,36,Moderate,retirement,36-45
FUND03721,HDFC Balanced Fund,Hybrid,16.98,High,Index funds outperform actively managed peers,USER0615,34,Low,long-term growth,26-35
FUND03722,HDFC Balanced Fund,Equity,20.52,Low,Federal Reserve hints at interest rate cuts,USER0813,42,High,retirement,36-45
FUND03723,SBI Index Fund,Equity,3.81,High,High-risk funds show unexpected performance,USER1778,48,High,tax saving,46-60
FUND03724,ICICI Value Fund,Balanced,3.07,High,Oil prices stabilize amid geopolitical tensions,USER1337,33,Low,child education,26-35
FUND03725,ICICI Balanced Fund,Hybrid,8.89,Low,Strong corporate earnings boost investor sentiment,USER0342,22,High,short-term gain,18-25
FUND03726,Axis Value Fund,Debt,14.91,Moderate,Federal Reserve hints at interest rate cuts,USER1656,50,Moderate,tax saving,46-60
FUND03727,ICICI Tax Saver Fund,Hybrid,14.48,Moderate,Index funds outperform actively managed peers,USER1626,57,High,short-term gain,46-60
FUND03728,ICICI Balanced Fund,Hybrid,17.35,Low,Index funds outperform actively managed peers,USER1186,53,Moderate,retirement,46-60
FUND03729,ICICI Value Fund,Hybrid,6.0,High,Markets rally as tech stocks gain momentum,USER0184,28,Moderate,retirement,26-35
FUND03730,Axis Value Fund,Equity,0.42,Moderate,High-risk funds show unexpected performance,USER0917,42,High,retirement,36-45
FUND03731,SBI Tax Saver Fund,Hybrid,16.29,Moderate,Financial sector poised for recovery,USER1463,30,Moderate,short-term gain,26-35
FUND03732,Kotak Index Fund,Balanced,7.86,High,Economic growth forecasts revised upward,USER0127,59,Low,child education,46-60
FUND03733,ICICI Growth Fund,Sectoral,1.91,Moderate,Strong corporate earnings boost investor sentiment,USER1297,49,High,retirement,46-60
FUND03734,ICICI Tax Saver Fund,Sectoral,12.73,Low,Markets rally as tech stocks gain momentum,USER1424,30,Low,short-term gain,26-35
FUND03735,Axis Value Fund,Balanced,15.97,High,Oil prices stabilize amid geopolitical tensions,USER1181,42,High,tax saving,36-45
FUND03736,SBI Balanced Fund,Hybrid,11.39,High,Federal Reserve hints at interest rate cuts,USER1926,57,Moderate,short-term gain,46-60
FUND03737,Kotak Tax Saver Fund,Balanced,9.71,Moderate,Mutual funds see record inflows this quarter,USER1101,35,High,retirement,26-35
FUND03738,HDFC Tax Saver Fund,Debt,11.2,Moderate,High-risk funds show unexpected performance,USER0547,57,Moderate,retirement,46-60
FUND03739,ICICI Index Fund,Hybrid,10.15,Low,Mutual funds see record inflows this quarter,USER0858,27,Low,short-term gain,26-35
FUND03740,HDFC Tax Saver Fund,Balanced,5.26,High,Index funds outperform actively managed peers,USER1994,27,Moderate,child education,26-35
FUND03741,ICICI Index Fund,Debt,8.43,Moderate,Mutual funds see record inflows this quarter,USER1147,63,Moderate,long-term growth,
FUND03742,Kotak Value Fund,Hybrid,14.61,High,Financial sector poised for recovery,USER1376,51,Moderate,retirement,46-60
FUND03743,Axis Tax Saver Fund,Equity,13.61,Moderate,Oil prices stabilize amid geopolitical tensions,USER0095,22,High,child education,18-25
FUND03744,HDFC Value Fund,Equity,12.84,Low,Financial sector poised for recovery,USER0136,27,Moderate,long-term growth,26-35
FUND03745,Axis Index Fund,Hybrid,7.02,Moderate,Federal Reserve hints at interest rate cuts,USER0850,65,Moderate,child education,
FUND03746,HDFC Balanced Fund,Hybrid,11.09,Moderate,Index funds outperform actively managed peers,USER1311,42,High,long-term growth,36-45
FUND03747,ICICI Index Fund,Sectoral,1.11,Low,Mutual funds see record inflows this quarter,USER1319,31,High,short-term gain,26-35
FUND03748,HDFC Index Fund,Sectoral,12.89,Moderate,Oil prices stabilize amid geopolitical tensions,USER0638,23,Moderate,retirement,18-25
FUND03749,Kotak Tax Saver Fund,Balanced,19.14,Moderate,Economic growth forecasts revised upward,USER1658,58,High,long-term growth,46-60
FUND03750,Axis Index Fund,Debt,4.63,Moderate,Investors shift focus to emerging markets,USER0230,47,Moderate,child education,46-60
FUND03751,SBI Tax Saver Fund,Hybrid,9.07,Moderate,Markets rally as tech stocks gain momentum,USER1428,54,High,long-term growth,46-60
FUND03752,Axis Value Fund,Equity,13.65,Low,Mutual funds see record inflows this quarter,USER1895,52,Moderate,short-term gain,46-60
FUND03753,Kotak Growth Fund,Index,18.26,Moderate,Strong corporate earnings boost investor sentiment,USER0142,35,Low,long-term growth,26-35
FUND03754,SBI Tax Saver Fund,Index,9.76,High,Strong corporate earnings boost investor sentiment,USER1393,45,Low,long-term growth,36-45
FUND03755,HDFC Balanced Fund,Sectoral,8.54,Low,Financial sector poised for recovery,USER1355,58,Moderate,short-term gain,46-60
FUND03756,SBI Tax Saver Fund,Balanced,2.16,High,Oil prices stabilize amid geopolitical tensions,USER1773,52,Low,child education,46-60
FUND03757,ICICI Tax Saver Fund,Debt,12.52,Low,Oil prices stabilize amid geopolitical tensions,USER0291,43,Moderate,long-term growth,36-45
FUND03758,SBI Growth Fund,Equity,22.21,Moderate,Financial sector poised for recovery,USER1264,29,Low,child education,26-35
FUND03759,ICICI Value Fund,Index,13.39,Moderate,Investors shift focus to emerging markets,USER0396,23,Moderate,retirement,18-25
FUND03760,ICICI Index Fund,Equity,11.89,High,High-risk funds show unexpected performance,USER0485,32,High,long-term growth,26-35
FUND03761,ICICI Balanced Fund,Debt,13.61,Moderate,Federal Reserve hints at interest rate cuts,USER0215,26,Low,long-term growth,26-35
FUND03762,SBI Growth Fund,Debt,11.94,Low,Financial sector poised for recovery,USER1751,42,Low,long-term growth,36-45
FUND03763,ICICI Index Fund,Equity,7.93,High,Mutual funds see record inflows this quarter,USER1555,52,Low,tax saving,46-60
FUND03764,ICICI Balanced Fund,Balanced,16.12,High,Strong corporate earnings boost investor sentiment,USER0052,63,Moderate,child education,
FUND03765,SBI Growth Fund,Index,13.13,Low,Markets rally as tech stocks gain momentum,USER0474,54,Moderate,short-term gain,46-60
FUND03766,SBI Growth Fund,Index,12.09,High,Economic growth forecasts revised upward,USER0788,28,High,child education,26-35
FUND03767,Axis Balanced Fund,Index,7.12,High,Oil prices stabilize amid geopolitical tensions,USER1426,56,High,tax saving,46-60
FUND03768,Axis Index Fund,Balanced,18.52,Low,Index funds outperform actively managed peers,USER1415,53,High,short-term gain,46-60
FUND03769,HDFC Index Fund,Debt,15.32,Moderate,Mutual funds see record inflows this quarter,USER0966,55,Moderate,long-term growth,46-60
FUND03770,ICICI Index Fund,Hybrid,9.24,Moderate,Economic growth forecasts revised upward,USER1177,41,High,short-term gain,36-45
FUND03771,Axis Tax Saver Fund,Index,17.01,High,High-risk funds show unexpected performance,USER0204,36,Low,tax saving,36-45
FUND03772,HDFC Value Fund,Index,9.51,High,Markets rally as tech stocks gain momentum,USER1918,38,Moderate,short-term gain,36-45
FUND03773,Kotak Growth Fund,Debt,8.09,High,Investors shift focus to emerging markets,USER0987,55,Low,child education,46-60
FUND03774,ICICI Balanced Fund,Hybrid,8.2,Moderate,Markets rally as tech stocks gain momentum,USER0563,28,Moderate,short-term gain,26-35
FUND03775,SBI Tax Saver Fund,Equity,3.14,High,High-risk funds show unexpected performance,USER0182,47,High,tax saving,46-60
FUND03776,Kotak Index Fund,Equity,14.36,High,Federal Reserve hints at interest rate cuts,USER1716,38,High,child education,36-45
FUND03777,ICICI Balanced Fund,Index,2.84,Low,Mutual funds see record inflows this quarter,USER1073,58,Moderate,tax saving,46-60
FUND03778,HDFC Balanced Fund,Hybrid,5.86,Moderate,Oil prices stabilize amid geopolitical tensions,USER1931,50,High,child education,46-60
FUND03779,HDFC Value Fund,Index,1.62,High,High-risk funds show unexpected performance,USER0778,30,Moderate,child education,26-35
FUND03780,ICICI Index Fund,Debt,11.57,Moderate,Index funds outperform actively managed peers,USER0055,58,Moderate,tax saving,46-60
FUND03781,SBI Index Fund,Balanced,11.25,Moderate,Strong corporate earnings boost investor sentiment,USER0759,56,High,retirement,46-60
FUND03782,HDFC Value Fund,Index,10.37,Low,Investors shift focus to emerging markets,USER0384,35,Low,retirement,26-35
FUND03783,ICICI Index Fund,Balanced,6.79,High,Markets rally as tech stocks gain momentum,USER1867,46,Low,tax saving,46-60
FUND03784,HDFC Index Fund,Equity,6.14,Moderate,Mutual funds see record inflows this quarter,USER0635,53,Low,retirement,46-60
FUND03785,HDFC Index Fund,Equity,14.32,Low,Mutual funds see record inflows this quarter,USER1590,57,Low,tax saving,46-60
FUND03786,SBI Balanced Fund,Sectoral,9.25,High,Mutual funds see record inflows this quarter,USER1332,65,Low,long-term growth,
FUND03787,Axis Index Fund,Equity,13.58,Moderate,Mutual funds see record inflows this quarter,USER1498,58,Moderate,long-term growth,46-60
FUND03788,Axis Index Fund,Equity,7.57,Moderate,Oil prices stabilize amid geopolitical tensions,USER1880,57,Moderate,child education,46-60
FUND03789,Axis Value Fund,Balanced,12.91,High,Mutual funds see record inflows this quarter,USER1316,48,Low,long-term growth,46-60
FUND03790,HDFC Tax Saver Fund,Index,18.52,High,Strong corporate earnings boost investor sentiment,USER1885,63,High,short-term gain,
FUND03791,SBI Index Fund,Balanced,14.93,Moderate,Strong corporate earnings boost investor sentiment,USER0765,31,Moderate,long-term growth,26-35
FUND03792,Kotak Value Fund,Equity,9.94,Low,Markets rally as tech stocks gain momentum,USER1484,22,Low,short-term gain,18-25
FUND03793,Axis Tax Saver Fund,Index,13.29,High,High-risk funds show unexpected performance,USER1782,59,High,short-term gain,46-60
FUND03794,HDFC Balanced Fund,Equity,10.8,Moderate,Index funds outperform actively managed peers,USER1775,23,High,long-term growth,18-25
FUND03795,Kotak Value Fund,Debt,12.04,High,Financial sector poised for recovery,USER0600,31,Low,tax saving,26-35
FUND03796,Kotak Index Fund,Index,10.37,Low,Economic growth forecasts revised upward,USER1405,24,High,long-term growth,18-25
FUND03797,Axis Value Fund,Equity,11.18,Low,High-risk funds show unexpected performance,USER0093,64,Moderate,child education,
FUND03798,Axis Index Fund,Hybrid,13.06,Low,High-risk funds show unexpected performance,USER0241,62,Low,retirement,
FUND03799,Kotak Value Fund,Hybrid,7.03,Moderate,Index funds outperform actively managed peers,USER1281,26,Moderate,retirement,26-35
FUND03800,SBI Value Fund,Equity,6.92,High,Index funds outperform actively managed peers,USER0621,51,High,long-term growth,46-60
FUND03801,SBI Balanced Fund,Hybrid,5.06,Moderate,Index funds outperform actively managed peers,USER1007,59,Moderate,retirement,46-60
FUND03802,Axis Growth Fund,Index,4.0,Moderate,Financial sector poised for recovery,USER1798,46,Low,short-term gain,46-60
FUND03803,SBI Growth Fund,Sectoral,5.91,Low,Investors shift focus to emerging markets,USER0354,60,High,tax saving,46-60
FUND03804,SBI Growth Fund,Sectoral,12.8,High,Investors shift focus to emerging markets,USER1995,58,High,short-term gain,46-60
FUND03805,Axis Balanced Fund,Debt,7.54,Low,Federal Reserve hints at interest rate cuts,USER1844,46,High,long-term growth,46-60
FUND03806,Kotak Growth Fund,Debt,14.57,High,Markets rally as tech stocks gain momentum,USER0749,29,Moderate,child education,26-35
FUND03807,ICICI Index Fund,Index,12.17,Moderate,Markets rally as tech stocks gain momentum,USER1520,45,Low,retirement,36-45
FUND03808,SBI Index Fund,Balanced,2.16,High,High-risk funds show unexpected performance,USER1419,46,High,short-term gain,46-60
FUND03809,ICICI Tax Saver Fund,Sectoral,15.27,Moderate,Investors shift focus to emerging markets,USER0078,58,High,long-term growth,46-60
FUND03810,HDFC Growth Fund,Hybrid,16.05,Moderate,Markets rally as tech stocks gain momentum,USER0757,39,Moderate,long-term growth,36-45
FUND03811,HDFC Balanced Fund,Sectoral,7.03,High,Strong corporate earnings boost investor sentiment,USER0436,46,High,long-term growth,46-60
FUND03812,HDFC Index Fund,Sectoral,14.1,High,Markets rally as tech stocks gain momentum,USER1713,39,High,retirement,36-45
FUND03813,HDFC Value Fund,Balanced,7.72,High,Financial sector poised for recovery,USER0896,55,Low,child education,46-60
FUND03814,SBI Index Fund,Index,12.49,Low,Strong corporate earnings boost investor sentiment,USER0841,26,Moderate,long-term growth,26-35
FUND03815,ICICI Value Fund,Balanced,5.68,High,High-risk funds show unexpected performance,USER0442,24,Low,short-term gain,18-25
FUND03816,HDFC Index Fund,Equity,3.03,Low,Federal Reserve hints at interest rate cuts,USER0995,25,Low,short-term gain,18-25
FUND03817,Kotak Value Fund,Hybrid,10.09,High,Federal Reserve hints at interest rate cuts,USER0752,36,Low,long-term growth,36-45
FUND03818,Kotak Tax Saver Fund,Debt,11.38,High,Investors shift focus to emerging markets,USER1234,47,High,retirement,46-60
FUND03819,HDFC Value Fund,Sectoral,10.01,Moderate,Strong corporate earnings boost investor sentiment,USER1483,27,High,short-term gain,26-35
FUND03820,ICICI Index Fund,Hybrid,6.08,High,Economic growth forecasts revised upward,USER0676,39,Moderate,retirement,36-45
FUND03821,ICICI Value Fund,Sectoral,10.0,High,Federal Reserve hints at interest rate cuts,USER0039,60,Low,short-term gain,46-60
FUND03822,HDFC Tax Saver Fund,Index,13.35,Low,High-risk funds show unexpected performance,USER1013,41,Moderate,short-term gain,36-45
